default,student,balance,income
No,No,1739.27,48333.92
No,Yes,1729.68,57700.86
No,No,1194.4,53197.41
No,No,2060.63,42478.02
No,No,1584.09,34444.1
No,No,1817.6,36093.62
No,Yes,1004.21,64723.47
Yes,No,1801.42,57279.19
No,Yes,1114.93,48940.64
Yes,No,1409.95,49066.7
No,Yes,954.62,55417.6
No,Yes,1444.21,30598.52
No,No,1958.57,39201.22
No,No,866.36,43934.26
No,No,1402.52,34473.43
No,Yes,1391.84,25937.73
No,No,1482.04,49522.03
No,No,1652.13,43046.21
No,No,1499.58,30719.0
No,Yes,1645.95,40956.07
No,No,1476.15,23005.41
No,No,1623.21,45736.0
No,No,1723.38,55901.28
No,No,694.45,36543.34
No,No,2500.36,61119.95
No,No,2301.54,43632.03
No,No,1443.65,36857.19
No,Yes,1493.76,47380.42
No,No,1997.35,76065.59
No,Yes,941.25,-6851.48
No,No,892.6,29283.79
No,No,2403.95,45899.0
No,Yes,922.68,37291.18
No,Yes,1459.96,51238.04
No,Yes,1470.93,61512.12
No,Yes,1472.22,34999.46
No,No,1017.05,31191.94
No,Yes,2165.66,75068.66
No,No,575.88,49256.09
No,Yes,1524.86,24290.81
No,Yes,2084.79,39664.45
No,Yes,1477.93,34066.64
No,No,1339.76,37198.56
No,No,971.51,56007.09
No,No,1468.18,48776.42
No,No,1148.31,61281.29
No,Yes,1228.79,30458.02
No,No,1723.5,37692.31
No,No,842.59,23294.57
Yes,No,1358.43,43699.98
No,No,1424.43,51301.08
No,Yes,1246.12,49320.77
Yes,No,1689.9,32026.25
No,Yes,1781.61,31259.33
No,Yes,1986.53,39354.72
Yes,Yes,954.16,69746.12
No,No,1519.76,66212.88
No,No,1451.72,42911.16
No,Yes,1069.95,64206.66
No,No,1341.89,71080.78
No,No,1679.36,27971.75
No,No,1683.94,61510.23
No,No,1511.11,25691.83
No,Yes,1545.44,51282.86
No,No,1272.54,27154.53
No,No,746.1,29958.17
No,Yes,1562.68,15428.79
No,Yes,1486.68,56943.16
No,No,1608.05,32449.54
No,No,1722.07,48018.3
No,No,1563.57,38122.34
No,No,1410.51,39924.13
No,No,1319.85,57407.64
No,No,1438.36,39875.95
No,No,2427.79,38182.84
No,No,1421.3,61087.86
No,Yes,1338.71,21702.29
No,No,1614.65,32442.6
No,No,1525.19,68866.91
No,No,1301.05,68588.07
No,No,1538.71,31901.55
No,No,1913.07,46626.04
Yes,No,1133.79,42992.0
No,No,1471.75,57905.02
No,Yes,2112.37,44352.98
No,No,1572.9,50577.34
No,No,1575.36,24973.91
No,Yes,1972.36,58834.7
No,Yes,1670.09,72206.56
No,Yes,1281.18,29423.59
No,No,1000.57,50266.45
No,No,1126.75,33858.28
No,No,1853.68,42671.87
No,No,1505.15,35002.28
No,No,1782.08,26607.57
No,Yes,1764.69,49183.6
No,No,1820.81,75020.75
No,No,1803.06,50983.43
Yes,No,1751.91,41351.93
No,No,1834.72,50348.45
No,No,1655.3,50461.88
No,No,2566.92,36011.43
No,No,1659.22,45468.95
No,No,2015.51,53156.18
No,No,1408.65,31552.64
No,No,952.86,36378.2
No,No,1368.58,35826.25
No,No,1111.35,49845.51
No,No,1680.56,32398.56
No,No,1156.3,45734.96
No,No,1517.73,18096.52
No,No,1321.46,61562.73
No,No,1234.37,32116.39
No,No,1466.26,41458.04
No,No,1666.67,33107.21
No,No,1815.0,64392.88
No,No,1651.2,49073.03
No,Yes,1425.95,61730.04
No,No,1982.05,7240.88
No,Yes,1649.23,51303.83
No,No,1173.78,25369.17
No,Yes,1365.82,52940.92
No,No,1026.92,57447.21
No,No,1873.2,54629.51
No,Yes,1721.11,65757.15
No,No,1578.95,50744.08
No,No,800.72,28999.06
No,No,1993.17,58785.87
No,No,1792.36,50585.5
No,No,1057.7,53757.93
No,Yes,2093.91,34862.11
No,No,1659.75,34525.92
No,No,1689.45,47476.94
No,Yes,1810.02,36228.61
No,Yes,1152.98,38614.81
No,No,1456.44,29019.11
No,Yes,1380.65,33536.07
No,No,1296.61,24148.36
No,No,1683.83,38942.75
Yes,No,1868.99,25109.62
No,Yes,1495.6,32892.32
No,Yes,1889.95,63349.77
No,No,2103.72,17587.28
No,No,660.2,48325.49
No,No,1348.83,39537.25
No,Yes,645.13,524.13
No,No,1556.06,54247.39
No,No,1341.4,81003.84
No,Yes,1134.61,48291.77
Yes,Yes,1897.52,54152.99
No,No,1957.31,15714.95
No,No,804.05,46946.91
No,No,983.63,67532.39
No,No,2225.05,44086.25
No,No,1398.71,34658.07
No,Yes,1993.08,34717.22
No,No,1283.18,40596.74
No,Yes,1287.52,52983.78
No,No,1889.63,27461.98
No,No,1264.39,20230.77
No,No,2236.78,54034.42
No,Yes,1051.33,26976.56
No,No,1323.87,48679.25
No,No,1551.88,43703.26
No,Yes,1583.73,29409.52
No,No,1894.65,36761.15
No,No,2019.26,58337.22
No,No,1095.96,28905.23
No,Yes,1387.68,57302.45
No,No,1947.21,62787.67
No,Yes,1383.89,37819.83
No,Yes,554.52,49345.84
No,No,1047.33,46803.98
No,Yes,1259.4,36947.08
No,No,1386.13,54436.86
No,No,1903.23,69234.65
No,No,1641.66,41494.58
No,No,1620.22,56995.91
No,No,1459.67,23201.98
No,No,1584.21,33788.35
No,No,1887.28,44126.32
No,No,1636.5,61507.28
No,No,1425.2,15387.26
No,No,1208.08,46901.08
No,No,1727.87,33528.41
No,No,1585.52,38795.93
No,Yes,1507.55,40069.44
No,No,1714.45,28249.98
No,No,1602.81,62926.08
No,No,1066.59,35864.34
No,No,1637.13,36121.59
No,Yes,1667.22,84737.07
No,Yes,2044.28,57460.14
No,No,1905.82,54028.69
No,No,1787.33,20569.61
No,No,1972.73,63608.01
No,No,1110.39,54772.41
No,Yes,2038.03,21081.77
No,Yes,1865.88,31307.18
No,No,1308.48,54477.91
No,Yes,1614.73,65090.05
No,No,1343.91,56789.22
No,Yes,1739.93,50296.25
No,Yes,1460.65,68556.67
No,No,2854.29,51949.41
No,No,2019.39,52160.17
No,Yes,2064.86,39761.31
No,No,1406.28,52264.94
No,Yes,1681.1,48174.02
No,No,1258.12,22939.41
No,No,1753.51,65615.07
No,Yes,1433.58,53038.63
No,No,1626.01,26805.14
No,Yes,1223.47,55149.18
No,No,821.59,43872.36
No,Yes,1363.42,35038.35
No,No,1645.5,48224.6
No,Yes,1412.94,52557.82
No,No,1351.16,71466.09
No,Yes,1462.3,55114.36
No,No,2355.61,47621.81
No,No,497.55,8093.53
No,No,1117.2,57579.19
No,Yes,1516.02,16532.4
No,No,1734.02,74141.65
No,Yes,639.94,29796.48
No,Yes,2208.92,43050.34
No,No,1658.57,63182.43
No,Yes,1165.04,37303.36
No,No,1082.25,46287.97
No,Yes,1887.54,66794.66
No,No,1559.85,34204.44
No,No,943.15,28902.8
No,No,1468.84,37776.98
No,No,2043.97,23681.61
No,Yes,840.3,34886.24
No,No,2415.3,38768.96
No,Yes,1579.18,28237.92
No,No,1530.76,76022.94
No,Yes,1198.12,43354.14
No,No,555.1,60995.89
No,No,1487.43,43165.34
No,No,1393.28,63651.11
No,Yes,1469.43,43981.8
No,No,969.04,43566.98
No,No,1591.3,71390.29
No,No,1509.49,42967.05
No,No,1104.18,43834.5
No,No,1619.69,26210.6
No,No,1521.58,53599.73
No,Yes,1883.56,51117.83
No,Yes,1497.25,14802.07
No,No,1155.92,28793.15
No,No,1899.36,8682.23
No,Yes,1277.07,44227.65
No,No,1603.72,43623.87
No,No,1618.07,44973.76
No,No,1695.4,30309.47
No,Yes,1712.99,37798.11
No,No,1812.65,35431.3
No,No,1800.5,50253.22
No,No,1416.58,47768.79
No,No,2153.89,65797.45
No,No,1265.49,32639.33
No,No,1661.77,64177.12
No,No,881.14,20815.62
No,Yes,2033.52,30406.94
No,No,1601.9,38948.95
No,No,1214.6,46878.36
No,Yes,1022.92,48432.99
No,No,2060.55,29103.14
No,No,903.64,35214.35
No,No,1519.0,55432.63
No,No,1140.3,50603.08
No,No,1441.04,32622.97
No,No,1357.67,70459.23
No,No,1036.04,79341.03
No,Yes,1762.32,18608.52
No,No,1836.51,58313.28
No,No,1885.95,54612.0
No,No,791.9,43139.48
No,No,744.74,31163.14
No,No,1894.3,26745.12
No,No,1477.0,31602.96
No,Yes,2079.27,51268.33
No,No,1168.33,81809.35
No,No,1868.32,52368.73
No,No,1234.26,28718.08
No,No,1237.14,52453.92
No,No,1937.65,33054.85
No,No,1757.79,35817.67
No,No,2025.42,36424.24
No,No,1114.76,51079.54
No,No,1630.89,58593.21
No,Yes,1466.83,40485.4
No,No,1747.02,57640.98
No,No,1250.14,67573.09
No,No,1894.19,48881.55
No,No,1786.5,34703.44
No,No,1728.33,43950.22
No,No,1682.31,42099.92
No,No,1592.14,61136.12
No,Yes,1710.59,14680.17
No,No,826.79,36745.15
No,Yes,1312.35,44781.27
No,No,780.48,37871.84
No,Yes,1244.47,38869.75
Yes,No,1221.23,45334.88
No,No,1534.21,43281.41
No,No,1488.12,64109.87
No,Yes,1164.35,44185.28
No,No,1253.18,36401.49
No,No,1401.31,25971.63
No,No,1525.84,43885.73
No,No,1371.82,69393.19
No,Yes,1095.04,46712.03
No,No,942.51,40759.53
No,No,1438.83,55502.36
No,No,1389.41,47218.35
No,No,1711.82,46247.32
No,No,1727.03,51711.96
No,No,1473.0,51468.6
No,No,1113.26,30012.78
No,Yes,1920.78,43961.24
No,No,1792.32,18877.14
No,No,1378.45,41535.39
No,No,1264.63,27800.37
No,No,1674.65,98215.2
No,No,1110.45,33247.29
No,No,753.36,26588.38
No,Yes,1899.87,63241.68
No,No,1736.1,54033.11
No,No,1673.44,21230.28
No,No,1023.55,44534.99
No,Yes,1945.76,33660.14
No,No,1694.69,50400.59
No,No,1585.17,67425.53
No,No,2499.88,50363.62
No,No,1293.9,72400.74
No,No,1318.57,34176.15
No,No,2635.72,40214.28
No,No,2001.36,53151.78
No,No,1314.71,68773.49
No,No,1067.66,56131.52
No,No,1225.79,46069.21
Yes,Yes,817.87,46104.6
No,No,1525.78,57993.44
No,No,1450.43,21849.17
No,No,1231.1,32579.37
No,No,1660.38,43674.08
Yes,No,2182.27,30763.63
No,No,1298.65,39070.41
Yes,Yes,1514.39,42590.19
No,Yes,1430.17,35494.92
No,No,759.1,26171.63
No,No,2282.43,63038.68
No,No,1698.03,74985.43
No,Yes,1331.78,20089.01
No,No,1098.28,51849.54
No,No,2243.16,34636.03
No,Yes,1243.33,55038.51
No,No,1976.28,47403.58
No,Yes,1453.45,44406.49
No,No,860.78,27731.84
No,Yes,1832.17,44969.1
No,No,1165.14,32736.5
No,No,2023.25,30275.59
No,No,1237.35,40841.97
No,Yes,1808.77,44533.25
No,No,2003.26,50538.78
No,No,1587.09,39261.16
No,No,712.18,75524.69
No,No,1555.15,28958.91
No,No,1181.41,66773.93
No,Yes,1774.55,33786.62
No,No,2154.15,52808.53
No,Yes,1815.55,47591.76
Yes,No,1334.11,62154.47
Yes,No,1044.99,56942.69
No,No,1483.63,32675.81
No,Yes,1758.65,94312.87
No,Yes,1693.92,50567.14
No,Yes,2034.95,47541.78
No,No,987.96,54142.06
No,No,1766.05,70331.98
No,Yes,1825.62,52739.69
No,No,1389.75,45342.54
No,No,1601.46,37530.82
No,No,1998.77,35808.31
No,No,1426.07,41519.62
No,No,1058.28,55991.13
No,Yes,1292.89,67983.46
No,No,1564.19,46955.07
No,Yes,1725.73,60402.28
No,No,1217.49,33426.01
No,No,1844.81,12793.38
No,No,1689.4,35441.05
No,No,1573.38,19184.4
No,No,1938.08,35535.57
No,No,1291.85,29705.74
No,No,1340.37,46047.85
No,No,1941.1,39090.8
No,Yes,1511.03,15029.46
No,No,1653.76,49571.12
No,No,1821.56,32208.78
No,No,1224.44,68303.2
No,No,1192.37,59180.09
No,Yes,2334.86,48343.07
No,No,1459.83,20023.56
No,No,1440.54,21982.1
No,No,682.52,40208.83
No,No,789.11,76003.74
No,Yes,1500.73,25705.14
No,No,1722.62,30968.63
No,No,1657.22,43531.76
No,No,1224.38,64377.27
No,Yes,2312.99,46650.51
No,No,2013.02,65180.92
No,Yes,1429.91,40595.66
No,No,1978.48,71389.98
No,No,1355.12,43344.61
No,No,1342.64,32794.95
No,Yes,1870.44,54424.87
No,No,1388.34,38774.97
Yes,No,2168.81,53572.42
No,No,1348.13,54807.58
No,No,1252.76,49337.12
No,Yes,1277.97,55261.22
No,No,1388.45,12462.11
No,No,1046.41,26029.08
No,No,1862.92,30971.18
No,No,1880.21,53543.68
No,No,1632.97,42964.9
No,Yes,1694.62,44527.11
No,Yes,1530.1,50038.96
No,Yes,906.9,38280.95
No,No,724.8,42751.37
No,No,1714.11,48573.33
No,No,1118.72,53320.1
No,No,708.74,37787.43
No,Yes,1292.42,31599.33
No,No,1802.09,55729.06
No,No,1102.18,32538.19
No,Yes,1640.93,46642.44
No,No,1662.18,35770.05
No,No,1497.32,42787.18
No,Yes,1520.07,18976.56
No,No,907.66,68049.58
No,No,2024.53,38834.56
No,No,1903.13,31810.37
No,No,1140.13,39412.39
No,No,1098.14,43604.58
No,No,1596.14,48625.0
No,Yes,1685.71,58537.81
No,No,1310.64,47069.82
No,No,1717.77,5623.02
No,Yes,2493.02,56135.66
No,No,982.82,62138.3
No,No,1641.41,57572.41
No,Yes,1489.11,46076.49
No,No,1441.42,61845.76
No,No,484.2,37731.46
No,No,1713.88,30180.97
No,No,1660.1,41148.72
No,No,1128.72,44236.66
No,No,1057.61,54496.29
No,No,1464.64,37838.52
No,No,1559.34,37874.48
No,No,1434.99,60022.85
No,No,2390.48,50215.19
No,No,1569.83,35447.16
No,No,1556.52,59061.07
No,No,1153.57,25543.96
No,Yes,1376.86,41393.56
No,No,1142.38,56995.11
No,No,2122.57,42655.55
No,No,1897.76,24518.04
No,No,1251.21,44642.18
No,Yes,2035.38,30939.18
No,Yes,1887.97,8570.01
No,No,1345.74,28031.91
No,Yes,1931.59,55362.17
No,Yes,1127.63,37208.25
No,No,1933.33,44983.5
No,No,1153.32,51648.89
No,No,1613.93,60671.3
No,No,2216.9,41689.42
No,No,1833.55,28884.79
No,Yes,1285.68,45525.89
No,No,1333.58,50010.7
No,No,1945.51,73124.95
No,No,1689.83,53402.46
No,No,2878.78,24576.42
No,No,1411.95,59115.52
No,No,1125.39,43688.45
Yes,No,2042.24,43561.93
No,No,1273.23,41730.81
No,Yes,1534.85,23761.97
No,Yes,1576.23,28254.04
No,No,1187.82,36858.67
No,Yes,1326.22,45141.29
No,No,1528.87,49158.48
No,Yes,1437.37,49645.12
No,No,1116.27,54583.57
No,No,1516.91,44553.26
No,Yes,1546.49,64338.91
No,No,1583.98,60997.2
No,No,2164.46,46205.53
No,No,1341.12,62611.26
No,No,1560.46,40927.4
No,No,1390.38,40258.24
No,Yes,1374.07,51290.43
No,No,1319.49,65244.09
No,No,1790.6,38177.89
No,No,1925.91,77177.63
No,No,1560.42,52278.48
No,No,1793.24,33301.5
No,No,1967.06,30415.52
No,No,1944.76,20712.46
No,Yes,1385.59,59016.75
No,No,1493.3,54354.36
No,No,837.98,45741.72
No,No,765.44,39012.09
No,No,996.77,62532.72
No,No,1464.65,64153.97
No,No,966.91,54790.36
No,No,2034.98,45176.27
No,Yes,1876.65,41860.62
No,Yes,1679.41,48984.43
No,No,1297.98,61915.84
No,Yes,1057.83,41842.74
No,No,1606.53,31110.74
No,No,1385.49,26764.29
No,No,1620.2,48313.73
No,No,898.89,40748.02
No,No,1520.21,67600.84
No,No,1855.0,40648.74
No,Yes,1458.12,44416.14
No,Yes,1240.97,51300.62
No,No,1681.63,18345.89
No,No,2559.47,31722.32
No,Yes,1779.01,31295.63
No,No,1468.7,24063.71
No,Yes,1311.68,44765.31
No,Yes,2145.33,48065.81
No,No,2594.41,52928.94
No,No,1243.08,52450.44
No,No,896.95,57341.27
No,Yes,2242.24,52024.47
No,Yes,1253.33,54975.15
No,Yes,1277.55,26597.49
No,No,1612.9,31836.92
No,No,1444.16,34783.01
No,No,1484.28,52481.33
No,No,1159.93,34699.37
No,Yes,667.23,66187.75
No,No,1985.85,23443.23
No,No,1793.36,40172.86
No,No,1949.52,48072.29
No,No,1684.82,23337.39
No,Yes,1553.86,39804.36
No,Yes,1743.1,43823.1
No,No,1000.33,43966.65
Yes,No,1906.35,53588.6
No,No,693.32,34443.1
No,Yes,794.91,49721.41
No,Yes,1527.94,46674.14
No,Yes,851.01,29635.6
No,Yes,1613.91,43039.47
No,No,2056.33,32241.98
No,No,1535.07,44814.06
No,No,1562.6,41021.38
No,No,1877.69,49003.89
No,No,1138.75,41406.79
No,No,991.04,30853.83
No,No,1180.46,68954.34
No,No,1688.56,35140.43
No,No,1718.93,49308.7
No,No,1744.41,52452.6
No,No,1281.67,75359.77
No,No,1625.03,60443.4
No,No,1018.27,44402.29
No,No,874.93,33442.27
No,Yes,1772.03,47914.69
No,Yes,1656.39,52277.0
No,No,1370.3,50833.78
No,No,1926.75,34297.72
No,Yes,1348.74,43930.57
No,Yes,1306.02,45313.84
No,No,1287.75,65031.77
No,No,2086.72,32180.59
No,No,1083.97,32602.82
No,No,1433.61,57060.61
No,Yes,1481.93,61152.79
No,No,1390.65,49382.32
No,No,1777.74,54566.46
No,No,1105.25,51159.51
No,No,1507.39,25736.53
No,No,1694.9,18727.74
No,No,1619.44,24138.43
No,No,1535.98,67841.33
No,Yes,1711.11,74408.5
No,No,1529.16,26273.48
No,No,1164.41,37324.58
No,Yes,1770.49,22327.37
No,No,1870.6,48464.78
No,No,1423.47,33249.43
No,No,1657.53,44578.9
No,No,1439.45,46233.71
No,No,1333.98,88498.6
No,No,1156.87,46277.82
No,No,1688.1,64144.18
No,No,1215.58,22961.54
No,No,1944.67,31981.6
No,Yes,1981.38,97975.15
No,No,1277.6,57311.74
No,No,1019.47,-9192.18
No,No,1578.64,56921.28
No,No,2131.76,68260.44
No,No,1804.13,64398.52
No,No,1159.84,47950.97
No,No,944.04,51221.07
No,Yes,939.06,33325.06
No,Yes,1430.63,47026.91
No,No,2034.87,54023.77
No,No,1742.5,32502.14
No,No,1849.59,56087.49
No,No,1371.3,54331.59
No,Yes,2387.87,36831.01
No,No,1555.03,38465.66
No,No,676.37,17720.45
No,Yes,1083.95,53901.67
No,No,1134.29,48997.57
No,No,1820.46,54695.79
No,No,1545.86,48732.87
No,Yes,578.22,64364.56
No,No,2179.8,43544.7
No,No,1192.03,56760.02
No,Yes,1545.74,54188.95
No,No,1551.88,42286.68
No,No,1173.63,48248.09
No,Yes,1214.47,75871.0
No,No,1286.49,3643.12
No,No,1277.39,59006.13
No,Yes,1876.69,42595.97
No,Yes,1525.37,21561.91
No,No,1646.42,36138.31
No,No,1729.72,53314.99
No,No,972.6,34875.59
No,No,1810.31,24930.13
No,No,1745.82,40765.07
No,No,2457.09,39861.2
No,No,2562.42,41056.56
No,No,2104.22,36588.65
No,Yes,1412.67,7373.9
No,No,894.98,41642.8
Yes,No,1470.1,35319.47
No,No,1295.64,52438.68
No,No,1284.4,40460.99
No,No,1844.46,52379.98
No,No,1576.79,58744.23
No,No,1455.05,66509.7
No,No,1121.26,34395.9
No,No,1374.84,41206.69
No,Yes,1921.13,88704.02
No,No,1512.51,36946.08
No,No,1832.54,35936.14
No,No,1577.49,38179.81
No,No,979.99,51189.85
No,No,1324.16,60590.56
No,No,1870.65,38956.49
No,Yes,1004.87,45879.79
No,No,2331.73,34060.33
No,No,636.85,33143.92
No,No,1814.6,58046.97
No,No,1083.76,63201.3
No,Yes,1762.15,30727.42
No,Yes,1217.31,45308.11
No,Yes,1077.71,63167.09
No,No,1314.56,75792.1
No,No,1313.62,41277.71
No,Yes,1789.73,42955.93
No,Yes,1851.64,68308.12
No,No,1142.26,49557.34
No,No,1386.59,36828.61
No,No,664.23,52320.26
No,No,1985.83,70062.0
No,No,1197.19,74634.75
No,No,789.12,33280.29
No,No,1326.11,45011.44
No,No,1967.48,43112.96
No,Yes,1770.95,31624.96
No,No,1232.45,39569.17
No,No,2500.91,26889.12
No,No,289.58,26332.41
No,No,1182.64,43394.41
No,Yes,1233.69,54813.35
No,No,1294.55,34232.23
No,No,1880.83,17454.58
No,Yes,1876.45,53350.53
No,No,1942.93,30520.9
No,No,2123.32,30164.0
No,No,1295.86,48460.9
Yes,No,1414.94,57691.14
No,Yes,1711.32,53640.06
No,No,983.64,73486.37
No,No,1168.71,28440.16
No,Yes,1128.49,40737.27
No,No,1683.73,63774.6
No,Yes,1193.81,37389.17
No,No,1474.39,42956.52
No,No,1296.71,24775.23
No,Yes,1430.17,29395.77
No,Yes,1179.46,37984.5
No,No,1224.03,32651.3
No,No,1291.71,52205.73
No,No,1743.33,68204.92
No,No,1200.73,69395.63
No,Yes,1342.1,18244.25
No,No,1920.43,30107.84
No,No,1570.78,38841.29
No,No,1021.26,39734.29
No,No,1575.29,45725.56
No,No,1607.73,34676.63
No,No,825.09,52164.34
No,No,1920.0,52352.61
No,No,1860.25,47972.21
No,No,1791.97,29725.83
No,Yes,1385.57,57246.05
No,No,1363.89,45575.6
No,No,936.22,57396.56
No,No,1601.23,56278.41
No,No,1135.0,53103.19
No,Yes,1545.73,49403.02
No,Yes,1997.19,48081.86
No,No,879.36,24784.32
No,No,2319.65,54203.99
No,Yes,2130.0,49647.32
No,Yes,1898.96,49555.54
No,No,1502.93,20991.08
Yes,No,1571.15,69013.72
No,No,1253.38,52174.27
Yes,No,1197.52,52824.05
No,No,1382.89,45161.83
Yes,No,1261.49,51369.7
No,No,1683.93,68127.08
No,No,1333.78,22209.53
No,No,1508.6,66944.96
No,No,2051.56,35615.47
No,No,821.76,53174.75
No,No,1692.8,44916.94
No,No,1665.92,20253.5
No,No,2084.52,15984.88
No,No,1288.74,54934.87
No,No,1095.34,38958.3
No,Yes,906.33,38200.4
No,No,1676.61,76394.39
No,No,1561.12,32843.56
No,No,1881.24,42341.0
No,Yes,1250.07,28515.03
No,No,1984.41,41746.28
No,No,1933.48,57185.51
No,No,696.39,48448.15
No,No,1734.36,56412.24
No,Yes,1547.98,35105.94
No,No,1461.35,60946.7
No,No,1462.47,52676.64
No,Yes,1165.54,38271.4
No,No,2109.24,56832.57
No,Yes,783.83,21823.65
No,No,1267.03,27216.42
No,No,1234.72,50094.36
No,Yes,1035.28,43047.09
No,No,1362.13,19349.4
No,No,1320.64,42644.88
No,Yes,1911.0,49867.3
No,No,2091.89,28122.79
No,No,1664.86,53138.42
No,No,1407.2,9581.53
No,No,1572.47,50386.27
No,Yes,978.33,42539.43
No,No,1272.48,48542.47
No,No,829.91,79270.64
No,No,1738.26,54674.83
No,No,1635.21,37402.65
No,No,1684.55,48640.18
No,No,2243.21,36525.4
No,No,1490.53,38653.93
No,Yes,1317.23,57214.41
No,No,1120.55,40154.59
No,No,1909.29,18754.93
No,No,1615.19,33958.79
No,No,1305.16,47002.82
No,No,1550.56,52448.11
No,Yes,711.85,50385.03
No,No,119.44,44857.29
No,No,1669.96,82620.81
No,No,1762.39,65418.43
No,No,1553.14,20079.06
No,No,1740.98,18133.39
No,No,1715.26,49036.4
No,No,1292.8,59345.23
No,Yes,1298.77,21800.06
No,No,1577.03,41119.89
No,No,1733.7,57848.04
No,No,1374.11,40414.01
No,Yes,996.7,58177.35
No,Yes,1375.15,55255.44
No,No,1574.11,32269.59
No,Yes,1499.22,43448.4
No,No,1238.72,20829.84
No,No,1774.03,42601.46
No,No,1127.74,14705.02
No,No,956.98,26309.82
No,Yes,836.2,66580.17
No,Yes,1844.36,53084.88
No,No,1485.16,41116.12
No,No,1508.39,18505.75
Yes,No,1313.74,34121.79
No,No,1490.59,37447.37
No,No,2169.7,30672.66
No,No,853.07,42185.37
No,No,672.48,21167.92
No,No,1703.77,26746.45
No,Yes,1594.62,35173.09
No,No,1150.24,29083.5
No,No,1617.6,19949.45
No,No,1094.86,65567.42
No,Yes,1657.13,52844.88
No,No,2245.72,22163.03
No,No,1998.26,46898.99
No,No,1314.24,44080.91
No,No,1620.45,57385.47
No,Yes,1553.1,36855.25
Yes,No,883.22,29160.61
No,No,883.63,64511.19
No,Yes,2035.15,49877.11
No,Yes,1515.05,37245.18
No,No,2155.23,35079.07
No,Yes,2218.99,37045.78
No,Yes,653.66,48252.29
No,No,1444.34,41585.46
No,No,2027.56,33830.14
No,No,1985.14,37005.18
No,No,1965.21,59896.36
No,No,1054.87,39209.81
No,Yes,1009.03,43054.36
No,No,1442.11,48124.55
No,No,1490.58,60384.51
No,No,1317.38,23186.97
No,No,1611.07,55264.37
No,Yes,1040.41,44799.99
No,No,1790.84,20404.17
No,No,1801.6,43325.43
No,No,1451.46,50993.41
No,Yes,746.03,62293.29
No,Yes,2315.53,43177.95
No,No,1201.97,27971.2
No,No,1105.49,72070.61
No,No,1357.55,54884.26
No,No,2032.98,68412.35
No,Yes,1741.78,30297.84
No,No,876.5,22591.12
No,No,1423.97,34689.1
No,Yes,2181.39,18463.54
No,No,1348.25,46314.52
No,No,1757.22,69179.36
No,No,1541.0,47239.11
No,Yes,1893.73,48034.38
No,No,1336.8,45959.1
No,Yes,2409.46,37617.83
No,No,1324.66,26145.86
No,No,1323.12,54105.59
No,No,1363.72,32611.92
No,No,1204.23,59175.52
No,No,2501.5,59158.28
No,No,907.39,24527.94
No,No,2490.51,39893.07
No,No,1434.01,34106.06
No,No,1843.55,28953.92
No,Yes,1983.12,55057.31
No,No,1285.36,40982.09
No,No,1611.61,49448.24
No,No,1564.71,31696.29
No,No,1548.59,32512.72
Yes,No,945.86,30264.86
No,Yes,1472.87,33359.52
No,Yes,1684.08,44277.13
No,No,2143.48,42414.87
No,No,2078.37,43789.14
No,No,1597.22,48590.34
No,No,1641.67,31012.17
No,No,1341.62,25057.26
No,No,1646.4,33789.5
No,No,783.68,66947.64
No,No,1658.92,51285.37
No,No,2019.36,22607.74
No,Yes,827.64,31880.16
No,No,1565.86,37034.54
No,Yes,1411.57,52436.74
No,Yes,1543.66,11270.56
No,No,1343.48,45034.61
No,Yes,2345.49,30158.7
No,Yes,1785.66,31843.21
No,No,1665.89,24206.1
No,No,645.67,30331.14
No,No,2177.78,21080.96
No,No,1835.29,69177.37
No,No,1367.42,59169.0
No,No,1596.71,30388.97
No,No,1052.67,37012.07
No,No,1464.98,47676.63
No,No,988.91,55267.13
No,No,2302.96,22249.46
No,No,1671.16,54617.2
No,No,1243.47,40795.06
No,No,1686.17,48354.22
No,No,1215.61,26757.31
Yes,No,1272.49,12522.26
No,Yes,1276.25,46078.4
No,Yes,1494.74,33272.86
No,Yes,1298.4,39923.84
No,No,756.37,49275.87
No,No,1388.24,43177.94
No,No,1577.12,34278.85
No,No,2000.26,29791.99
No,No,1897.13,52482.59
No,No,1549.85,54309.8
No,Yes,1343.89,73810.17
No,Yes,1417.08,9104.93
No,No,1017.12,36263.16
No,No,1791.65,54142.48
No,No,1406.25,58921.65
No,Yes,1391.0,70206.13
No,Yes,845.74,49052.27
No,No,826.28,63601.12
No,No,1399.88,44351.33
No,No,1044.81,24807.26
No,Yes,1809.41,69310.58
No,No,2075.39,20222.73
No,No,1659.6,54344.04
No,Yes,1946.28,44923.36
No,No,1047.35,24640.61
No,No,1848.14,30412.2
No,No,1378.36,45295.72
No,No,1607.54,52271.48
No,No,1985.57,63013.25
No,No,1515.52,45337.46
No,No,1323.02,9778.86
No,No,1253.81,30000.58
No,No,1545.76,17142.58
No,Yes,1187.82,32793.74
No,No,1751.43,39415.21
No,No,2093.71,57749.22
No,No,1344.27,35629.28
No,No,2086.26,43028.93
No,No,1431.33,52568.42
No,No,1943.17,47472.16
No,Yes,1481.68,51517.74
No,No,1727.67,27599.53
No,No,1381.89,47241.37
No,No,670.72,30373.6
No,Yes,1730.68,62144.29
No,No,1355.67,52424.73
No,No,2109.22,32662.38
No,No,1275.3,60183.72
No,No,1526.23,25742.56
